Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,locations,latitude,city,longitude,date,Təmir,İpoteka
Köhnə tikili,5 / 5,67 m²,3,var,156000,"İdman kompleksi ,İzmir parkı ,Yasamal r.",40.36942330420567,Bakı,49.82101321220402,12 Mart 2023 ,,
Köhnə tikili,5 / 5,65 m²,2,var,94900,Xətai r.,40.40011603328774,Bakı,49.83917601637808,16 Mart 2023 ,var,var
Yeni tikili,5 / 14,158 m²,4,yoxdur,410000,"Sovetski ,Nərimanov heykəli ,Texniki Universiteti ,Hüseyn Cavid parkı ,Elmlər Akademiyası m.,İçəri Şəhər m.,Yasamal r.",40.38855213843042,Bakı,49.87120270729065,20 Mart 2023 ,,
Yeni tikili,6 / 17,54 m²,2,var,114000,"Əhmədli m.,Xətai r.",40.36942330420567,Bakı,49.82101321220402,15 Fevral 2023 ,var,var
Yeni tikili,5 / 17,90 m²,3,var,164500,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.40011603328774,Bakı,49.83917601637808,16 Mart 2023 ,var,var
Yeni tikili,12 / 14,140 m²,3,var,270000,"Dostluq kinoteatrı ,Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,Koala parkı ,28 May m.,Nəsimi r.",40.3863886681378,Bakı,49.80817391355895,16 Mart 2023 ,,
Yeni tikili,4 / 18,132.6 m²,3,var,182000,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.3863886681378,Bakı,49.80817391355895,16 Mart 2023 ,yoxdur,var
Yeni tikili,18 / 27,65 m²,2,var,180000,"8 Noyabr m.,Nəsimi r.",40.39181261122973,Bakı,49.80257034301758,16 Mart 2023 ,,
Köhnə tikili,5 / 5,35 m²,1,var,80000,"Space TV ,Texniki Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.39816149998397,Bakı,49.84086155891422,16 Mart 2023 ,,
Yeni tikili,11 / 17,100 m²,3,yoxdur,250000,"Azadlıq Prospekti m.,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,25 Fevral 2023 ,,
Yeni tikili,3 / 17,255 m²,4,var,615000,"Dövlət Statistika Komitəsi ,Nizami m.,İncəsənət və Mədəniyyət Un. ,Yasamal r.",40.42501388353632,Bakı,49.91049531402914,17 Mart 2023 ,var,var
Köhnə tikili,1 / 5,50 m²,2,var,92000,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.37366342035062,Bakı,49.84738061053454,07 Mart 2023 ,,
Yeni tikili,18 / 20,65 m²,2,yoxdur,102000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.3651072257085,Bakı,49.81950849294662,18 Mart 2023 ,,
Yeni tikili,6 / 19,133 m²,3,var,241000,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,17 Mart 2023 ,,
Yeni tikili,13 / 16,56 m²,2,yoxdur,115000,"Şərq bazarı ,Bakı Slavyan Universiteti ,28 May m.,Nərimanov r.",40.38781667161964,Bakı,49.85220193862915,17 Mart 2023 ,,
Yeni tikili,4 / 18,157 m²,3,var,265000,"Tibb Universiteti ,Nəsimi r.",40.38689324080715,Bakı,49.84402656555179,17 Mart 2023 ,var,var
Yeni tikili,3 / 17,115 m²,3,yoxdur,250000,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.38011181228981,Bakı,49.8154763313355,17 Mart 2023 ,,
Yeni tikili,6 / 6,157 m²,3,yoxdur,255000,"Tibb Universiteti ,ASAN Xidmət №1 ,8 Noyabr m.,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,17 Mart 2023 ,,
Yeni tikili,1 / 5,120 m²,3,yoxdur,388000,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.3765957210189,Bakı,49.85243260860443,17 Mart 2023 ,,
Yeni tikili,9 / 16,315 m²,5,yoxdur,549500,"Gənclik m.,Respublika stadionu ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,15 Fevral 2023 ,,
Yeni tikili,5 / 16,56 m²,2,yoxdur,84000,Xırdalan,40.45245455420378,Xırdalan,49.74205131907212,18 Fevral 2023 ,,
Yeni tikili,18 / 18,85 m²,2,var,164999,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.42501388353632,Bakı,49.91049531402914,17 Mart 2023 ,var,var
Yeni tikili,3 / 16,148 m²,3,var,289500,"Şərq bazarı ,Nərimanov r.",40.40011603328774,Bakı,49.83917601637808,Dünən 17:56 ,var,var
Yeni tikili,13 / 16,56 m²,2,yoxdur,112000,"Azərbaycan turizm institutu ,Nəriman Nərimanov m.,Gənclik m.,Nərimanov r.",40.4053327515815,Bakı,49.81380344106,20 Mart 2023 ,,
Yeni tikili,13 / 14,128 m²,4,var,297000,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,17 Mart 2023 ,,
Köhnə tikili,1 / 5,40 m²,1,var,79500,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.4130425,Bakı,49.81006439999999,17 Mart 2023 ,,
Köhnə tikili,8 / 9,110 m²,4,,170000,"Ayna Sultanova heykəli ,Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.41742288031752,Bakı,49.84436979455973,17 Mart 2023 ,,
Yeni tikili,2 / 16,88 m²,3,var,103000,Xırdalan,40.45525122733605,Xırdalan,49.74509744021361,17 Mart 2023 ,,
Yeni tikili,4 / 16,77.7 m²,1,yoxdur,140000,"Yasamal r.,Yeni Yasamal q.",40.39632308026027,Bakı,49.78832244873047,15 Fevral 2023 ,var,var
Köhnə tikili,8 / 9,70 m²,3,var,153000,"Xalqlar Dostluğu m.,Əhmədli m.,Xətai r.,Əhmədli q.",40.39348157747401,Bakı,49.95669439834708,17 Mart 2023 ,,
Yeni tikili,17 / 18,47 m²,2,yoxdur,55000,Abşeron r.,40.484,Bakı,49.757,17 Mart 2023 ,,
Yeni tikili,10 / 19,110 m²,3,var,186999,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.39045008382347,Bakı,49.830508675731,Dünən 17:00 ,,
Yeni tikili,10 / 11,53 m²,1,var,72500,"Neapol dairəsi ,Suraxanı r.,Yeni Günəşli q.",40.38,Bakı,49.965,22 Fevral 2023 ,,
Yeni tikili,8 / 20,145 m²,3,var,294000,"Şərq bazarı ,28 May m.,Nərimanov r.",40.38670722698873,Bakı,49.8542051275889,17 Mart 2023 ,var,var
Yeni tikili,7 / 15,150 m²,4,var,360000,"Nəriman Nərimanov m.,Nərimanov r.",40.3651072257085,Bakı,49.81950849294662,18 Mart 2023 ,var,var
Yeni tikili,14 / 17,64 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.",40.40152503521376,Bakı,49.86131862059725,20 Fevral 2023 ,,
Yeni tikili,5 / 20,65 m²,2,yoxdur,240000,"Xətai r.,Ağ şəhər q.",40.39414959485713,Bakı,49.7993946075439,18 Mart 2023 ,,
Yeni tikili,2 / 12,95 m²,2,var,130000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39071275989802,Bakı,49.79423942483679,18 Mart 2023 ,,
Yeni tikili,14 / 16,70 m²,2,yoxdur,165000,"Azərbaycan turizm institutu ,Nəriman Nərimanov m.,Gənclik m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,18 Mart 2023 ,,
Yeni tikili,18 / 18,85 m²,2,var,165000,"28 May m.,Neft Akademiyası ,Bakı Slavyan Universiteti ,Nəsimi r.",40.42003133853511,Bakı,49.83897799691121,18 Mart 2023 ,,
Yeni tikili,3 / 17,120 m²,3,var,200000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39151308041023,Bakı,49.79664619399583,18 Mart 2023 ,var,var
Yeni tikili,10 / 17,137 m²,3,var,200000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,18 Mart 2023 ,,
Yeni tikili,7 / 17,190 m²,4,var,475000,"Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Neft Akademiyası ,28 May m.,Qış parkı ,Nizami kinoteatrı ,Sahil m.,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,09 Mart 2023 ,,
Yeni tikili,4 / 16,77 m²,3,yoxdur,115000,Xətai r.,40.37600724377371,Bakı,49.81653928756714,18 Mart 2023 ,var,var
Yeni tikili,17 / 18,118 m²,3,var,188000,"Həzi Aslanov m.,Xətai r.",40.3863886681378,Bakı,49.80817391355895,18 Mart 2023 ,var,var
Yeni tikili,1 / 17,135 m²,4,var,165000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.39855325347363,Bakı,49.95324543139508,18 Mart 2023 ,yoxdur,var
Yeni tikili,2 / 16,105 m²,3,var,170000,"Neapol dairəsi ,Əhmədli m.,Xətai r.",40.39298300258589,Bakı,49.95403544813546,18 Mart 2023 ,,
Yeni tikili,13 / 17,60 m²,1,var,89000,"Həzi Aslanov m.,Xətai r.",40.39989258617802,Bakı,49.83979431395813,15 Mart 2023 ,yoxdur,var
Yeni tikili,10 / 17,149 m²,3,var,280000,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.39703233365698,Bakı,49.81824832531741,18 Mart 2023 ,var,var
Yeni tikili,11 / 16,135 m²,3,var,290000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,22 Mart 2023 ,,
Köhnə tikili,5 / 9,70 m²,2,var,135000,"Səbail r.,Badamdar q.",40.39989258617802,Bakı,49.83979431395813,19 Mart 2023 ,var,var
Yeni tikili,11 / 19,130 m²,3,var,315000,"Nəsimi bazarı ,ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.3863886681378,Bakı,49.80817391355895,16 Fevral 2023 ,,
Yeni tikili,3 / 12,98 m²,3,yoxdur,185500,"Azərbaycan turizm institutu ,Gənclik m.,Nəriman Nərimanov m.,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,19 Mart 2023 ,,
Yeni tikili,12 / 16,69 m²,2,var,122000,"Qara Qarayev m.,Koroğlu m.,Nizami r.,8-ci kilometr q.",40.38499730777751,Bakı,49.83810424804688,18 Mart 2023 ,,
Köhnə tikili,4 / 5,35 m²,2,var,82500,"Neftçilər m.,Nizami r.",40.39989258617802,Bakı,49.83979431395813,18 Mart 2023 ,,
Yeni tikili,20 / 20,100 m²,3,var,195000,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,28 Fevral 2023 ,,
Yeni tikili,7 / 14,93 m²,3,var,170000,Nərimanov r.,40.37104456957248,Bakı,49.95549254560103,18 Mart 2023 ,var,var
Yeni tikili,7 / 12,80 m²,2,var,158000,"Azadlıq Prospekti m.,Binəqədi r.",40.38816806232006,Bakı,49.83243942260742,09 Mart 2023 ,var,var
Yeni tikili,21 / 21,116 m²,3,var,149999,"Yasamal r.,Yeni Yasamal q.",40.39045008382347,Bakı,49.830508675731,18 Mart 2023 ,,
Köhnə tikili,1 / 9,85 m²,3,var,130000,"Neftçilər m.,Nizami r.",40.39816149998397,Bakı,49.84086155891422,05 Mart 2023 ,var,var
Yeni tikili,7 / 16,124.5 m²,3,var,269000,"Park Zorge ,Tibb Universiteti ,Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Nəsimi r.",40.37005679625383,Bakı,49.82993423938751,03 Mart 2023 ,yoxdur,var
Yeni tikili,10 / 17,84 m²,3,var,160000,"Şah İsmayıl Xətai m.,Xətai r.",40.41932422288878,Bakı,49.92522239685059,18 Mart 2023 ,,
Yeni tikili,9 / 11,64 m²,2,var,94900,"Xalqlar Dostluğu m.,Nizami r.",40.37613086332457,Bakı,49.91559462210881,18 Mart 2023 ,,
Yeni tikili,5 / 18,112 m²,3,yoxdur,229000,Xətai r.,40.36942330420567,Bakı,49.82101321220402,18 Mart 2023 ,,
Köhnə tikili,3 / 5,51 m²,3,var,90000,"Xətai r.,Həzi Aslanov q.",40.37005679625383,Bakı,49.82993423938751,18 Mart 2023 ,,
Köhnə tikili,2 / 5,35 m²,2,var,87000,"8 Noyabr m.,Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.37520939853896,Bakı,49.84099855135474,18 Mart 2023 ,,
Yeni tikili,2 / 17,105 m²,3,var,165000,"Yasamal r.,Yeni Yasamal q.",40.38264366149726,Bakı,49.80834245681766,18 Mart 2023 ,var,var
Yeni tikili,10 / 18,52 m²,2,var,117000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.41867485787588,Bakı,49.81098175048828,18 Mart 2023 ,,
Köhnə tikili,2 / 5,100 m²,3,var,175000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4209144,Bakı,49.842779500000006,16 Fevral 2023 ,,
Yeni tikili,2 / 12,160 m²,3,var,330000,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Bakı Dövlət Universiteti ,Yasamal r.",40.37488099621603,Bakı,49.81509009323736,18 Mart 2023 ,var,var
Köhnə tikili,9 / 9,55 m²,3,var,92000,Xətai r.,40.41699219735978,Bakı,49.93324756622318,15 Mart 2023 ,,
Yeni tikili,12 / 18,180 m²,3,var,380000,"Sirk ,Zabitlər parkı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Nizami m.,28 May m.,Nəsimi r.",40.38414955902729,Bakı,49.83856395562588,19 Mart 2023 ,,
Yeni tikili,5 / 13,90 m²,2,var,160000,"Səbail r.,Badamdar q.",40.34027524924372,Bakı,49.80934601750482,22 Fevral 2023 ,var,var
Yeni tikili,10 / 16,175 m²,4,,355000,"8 Noyabr m.,Bakı Asiya Universiteti ,20 Yanvar m.,Nizami r.",40.38373468484185,Bakı,49.81024682521824,02 Mart 2023 ,,
Köhnə tikili,3 / 9,85 m²,3,var,120000,"Həzi Aslanov m.,Xətai r.",40.40554735588255,Bakı,49.87506508827209,22 Fevral 2023 ,,
Yeni tikili,6 / 16,75 m²,1,var,117500,"Qara Qarayev m.,Nizami r.",40.37024250177031,Bakı,49.97394200996779,12 Mart 2023 ,,
Köhnə tikili,9 / 9,70 m²,2,var,85000,"Yasamal r.,Yeni Yasamal q.",40.40952590477563,Bakı,49.84445571899418,19 Mart 2023 ,var,var
Yeni tikili,7 / 16,110 m²,3,var,177000,"Şərq bazarı ,28 May m.,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,19 Mart 2023 ,yoxdur,var
Yeni tikili,8 / 18,124 m²,3,yoxdur,225000,"Nəsimi bazarı ,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,03 Mart 2023 ,,
Yeni tikili,5 / 12,125 m²,3,var,245000,"Neftçilər m.,Nizami r.",40.40828416527557,Bakı,49.87069845199589,Dünən 17:48 ,,
Yeni tikili,4 / 10,63 m²,2,var,155000,"Təhsil Nazirliyi ,Nərimanov r.",40.40606433283491,Bakı,49.86231650326251,11 Mart 2023 ,,
Yeni tikili,3 / 7,123 m²,3,var,360000,"ASAN Xidmət №2 ,Ağ şəhər ,Şah İsmayıl Xətai m.,Xətai r.",40.38602700216489,Bakı,49.86655712127686,19 Mart 2023 ,,
Yeni tikili,16 / 19,83 m²,2,var,170000,"Neftçi bazası ,ASAN Xidmət №1 ,TQDK ,Nəsimi r.",40.37649764183499,Bakı,49.84163403511051,19 Mart 2023 ,,
Yeni tikili,6 / 13,60 m²,2,var,79000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,19 Mart 2023 ,,
Yeni tikili,10 / 20,65 m²,2,var,115000,"İnşaatçılar m.,Yasamal r.",40.37742938831814,Bakı,49.80915784835819,12 Mart 2023 ,var,var
Yeni tikili,2 / 17,82 m²,2,var,117000,"Suraxanı r.,Qaraçuxur q.",40.37005679625383,Bakı,49.82993423938751,19 Mart 2023 ,var,var
Yeni tikili,18 / 19,99 m²,3,yoxdur,178000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37375136672051,Bakı,49.95380401611332,Dünən 11:13 ,,
Yeni tikili,10 / 20,63 m²,2,var,115000,Yasamal r.,40.37742938831814,Bakı,49.80915784835819,09 Mart 2023 ,var,var
Yeni tikili,15 / 17,82 m²,2,var,145000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.41964315639598,Bakı,49.80890163309223,19 Mart 2023 ,var,var
Yeni tikili,12 / 16,46 m²,2,var,115000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.38781667161964,Bakı,49.85220193862915,19 Mart 2023 ,,
Köhnə tikili,1 / 3,50 m²,2,var,150000,"Tibb Universiteti ,Nəsimi r.",40.38781667161964,Bakı,49.85220193862915,19 Mart 2023 ,,
Yeni tikili,12 / 18,95 m²,3,var,135000,"Neapol dairəsi ,Əhmədli m.,Xətai r.,Əhmədli q.",40.41167961732732,Bakı,49.94238121798746,19 Mart 2023 ,var,var
Köhnə tikili,7 / 9,85 m²,3,var,165000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.41931492150864,Bakı,49.81096635392034,19 Mart 2023 ,var,var
Yeni tikili,6 / 8,85 m²,3,var,120000,"Sabunçu r.,Bakıxanov q.",40.39816149998397,Bakı,49.84086155891422,25 Fevral 2023 ,var,var
Yeni tikili,4 / 16,105 m²,2,var,155000,Xətai r.,40.39045008382347,Bakı,49.830508675731,04 Mart 2023 ,var,var
Köhnə tikili,5 / 5,55 m²,2,var,83000,"Zərifə Əliyeva adına park ,Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41864021495712,Bakı,49.81768606674372,19 Mart 2023 ,,
Köhnə tikili,3 / 5,36 m²,1,var,53500,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,28 Fevral 2023 ,,
Yeni tikili,11 / 14,220 m²,4,var,610000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4209144,Bakı,49.842779500000006,22 Fevral 2023 ,,
Köhnə tikili,5 / 9,26 m²,1,var,36800,"Həzi Aslanov m.,Ukrayna dairəsi ,Xətai r.,Əhmədli q.",40.37545822227388,Bakı,49.95775849007421,23 Fevral 2023 ,,
Köhnə tikili,3 / 5,55 m²,2,,98000,"Binəqədi r.,8-ci mikrorayon q.",40.4134766665801,Bakı,49.83941113021699,Dünən 18:50 ,,
Yeni tikili,8 / 17,93 m²,3,var,188000,"Binəqədi r.,7-ci mikrorayon q.",40.43063197079366,Bakı,49.85595703125,19 Mart 2023 ,,
Yeni tikili,3 / 7,63 m²,2,var,76000,"Abşeron r.,Masazır q.",40.45575333920748,Bakı,49.75702924948062,19 Mart 2023 ,,
Yeni tikili,4 / 18,138 m²,3,yoxdur,325000,"Nəriman Nərimanov m.,Nərimanov r.",40.4089166,Bakı,49.86399959999994,20 Mart 2023 ,,
Yeni tikili,9 / 21,210 m²,3,yoxdur,607000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.39414959485713,Bakı,49.7993946075439,22 Mart 2023 ,,
Köhnə tikili,5 / 6,80 m²,3,var,180000,"Koala parkı ,Nəsimi bazarı ,Dostluq kinoteatrı ,Zoopark ,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,20 Mart 2023 ,,
Yeni tikili,16 / 17,200 m²,4,var,299000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.",40.37738239264175,Bakı,49.82495069503784,22 Mart 2023 ,var,var
Köhnə tikili,4 / 5,17 m²,1,var,60000,"Memar Əcəmi m.,20 Yanvar m.,Nəsimi r.,4-cü mikrorayon q.",40.41062057717524,Bakı,49.81355667114258,18 Fevral 2023 ,,
Yeni tikili,2 / 11,47 m²,2,var,53000,Xırdalan,,Xırdalan,,20 Mart 2023 ,,
Yeni tikili,1 / 17,69 m²,2,var,144000,"Qara Qarayev m.,Nizami r.",40.38499730777751,Bakı,49.83810424804688,20 Mart 2023 ,,
Yeni tikili,6 / 14,106 m²,3,,220000,"Azərbaycan turizm institutu ,Respublika stadionu ,Gənclik m.,Nərimanov r.",40.39905209415608,Bakı,49.85882163047791,20 Fevral 2023 ,,
Köhnə tikili,1 / 5,30 m²,1,var,66000,"Binəqədi r.,Biləcəri q.",40.39980377915154,Bakı,49.86642837524414,20 Mart 2023 ,var,var
Yeni tikili,5 / 6,90 m²,3,var,80000,"Abşeron r.,Mehdiabad q.",40.40952590477563,Bakı,49.84445571899418,22 Mart 2023 ,var,var
Yeni tikili,2 / 9,55 m²,2,var,109000,"Yasamal r.,Yasamal q.",40.37224994422943,Bakı,49.83342432222912,20 Mart 2023 ,var,var
Yeni tikili,9 / 16,110 m²,2,,90000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,25 Fevral 2023 ,,
Yeni tikili,15 / 16,132 m²,3,,255000,"Binəqədi r.,8-ci mikrorayon q.",40.41153896132986,Bakı,49.83754763343411,20 Mart 2023 ,,
Köhnə tikili,4 / 5,55 m²,2,var,98000,"Xalqlar Dostluğu m.,Neftçilər m.,Nizami r.",40.37613086332457,Bakı,49.91559462210881,21 Mart 2023 ,,
Yeni tikili,13 / 18,146 m²,3,var,295000,"Nəsimi bazarı ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,20 Mart 2023 ,,
Yeni tikili,11 / 19,67 m²,2,yoxdur,189000,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.40952590477563,Bakı,49.84445571899418,16 Mart 2023 ,,
Köhnə tikili,2 / 5,50 m²,2,var,100000,"Binəqədi r.,7-ci mikrorayon q.",40.4301447,Bakı,49.85311720000004,19 Fevral 2023 ,,
Yeni tikili,6 / 9,170 m²,4,var,350000,"Səməd Vurğun parkı ,Port Baku ,28 May m.,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,20 Mart 2023 ,,
Yeni tikili,11 / 14,110 m²,3,yoxdur,60500,"Abşeron r.,Masazır q.",40.49412795087434,Bakı,49.75838930688472,20 Mart 2023 ,,
Yeni tikili,5 / 14,135 m²,3,var,358900,"Nərimanov heykəli ,Sovetski ,Axundov bağı ,İçəri Şəhər m.,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,20 Mart 2023 ,var,var
Yeni tikili,8 / 11,83 m²,2,var,120000,"Abşeron r.,Masazır q.",40.4862557,Bakı,49.75753099999997,20 Mart 2023 ,,
Yeni tikili,14 / 17,57 m²,2,var,117000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.41835999619856,Bakı,49.81060560312278,20 Mart 2023 ,var,var
Yeni tikili,15 / 17,110 m²,3,var,173000,"Həzi Aslanov m.,Xətai r.",40.4053327515815,Bakı,49.81380344106,20 Fevral 2023 ,var,var
Yeni tikili,15 / 17,107 m²,3,var,172000,"Həzi Aslanov m.,Xətai r.",40.40152503521376,Bakı,49.86131862059725,20 Fevral 2023 ,,
Köhnə tikili,3 / 4,100 m²,3,var,260000,"Sahil m.,Malokan bağı ,Sahil bağı ,Xalça Muzeyi ,Nizami kinoteatrı ,Pedaqoji Universiteti ,28 May m.,Səbail r.",40.38218599850386,Bakı,49.81046676635742,24 Fevral 2023 ,var,var
Yeni tikili,2 / 14,61 m²,2,yoxdur,85000,Xırdalan,,Xırdalan,,21 Mart 2023 ,var,var
Köhnə tikili,1 / 10,120 m²,3,var,147999,"Xalqlar Dostluğu m.,Əhmədli m.,Xətai r.",40.39045008382347,Bakı,49.830508675731,21 Mart 2023 ,var,var
Yeni tikili,2 / 9,80 m²,3,var,132000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.38080859350129,Bakı,49.95724192764082,21 Mart 2023 ,var,var
Köhnə tikili,2 / 9,85 m²,3,var,131900,"Həzi Aslanov m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,25 Fevral 2023 ,var,var
Yeni tikili,13 / 15,165 m²,3,var,320000,"Şərq bazarı ,Təhsil Nazirliyi ,Nərimanov r.",40.38886266645029,Bakı,49.85838174819946,21 Mart 2023 ,yoxdur,var
Yeni tikili,8 / 13,51 m²,1,var,110000,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.3863886681378,Bakı,49.80817391355895,19 Fevral 2023 ,,
Yeni tikili,2 / 7,140 m²,4,var,293900,"Xətai r.,Ağ şəhər q.",40.39352858614141,Bakı,49.8204231262207,21 Mart 2023 ,yoxdur,var
Yeni tikili,14 / 16,145 m²,3,var,250000,"Şah İsmayıl Xətai m.,Xətai r.",40.37742938831814,Bakı,49.80915784835819,21 Mart 2023 ,yoxdur,var
Yeni tikili,12 / 20,120 m²,4,var,248000,"ASAN Xidmət №1 ,Tibb Universiteti ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,11 Mart 2023 ,var,var
Yeni tikili,12 / 20,152 m²,3,var,375000,"Tibb Universiteti ,8 Noyabr m.,Nəsimi r.",40.38218599850386,Bakı,49.81046676635742,22 Mart 2023 ,var,var
Yeni tikili,13 / 16,73 m²,2,yoxdur,87000,"Xocəsən m.,Binəqədi r.",40.39989258617802,Bakı,49.83979431395813,03 Mart 2023 ,,
Köhnə tikili,7 / 9,62 m²,2,var,115000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.39489418492813,Bakı,49.86098617315296,26 Fevral 2023 ,var,var
Köhnə tikili,6 / 9,110 m²,5,var,119000,"Binəqədi r.,Biləcəri q.",40.440334,Bakı,49.80566169999997,21 Mart 2023 ,,
Yeni tikili,7 / 16,55 m²,2,var,71500,Xırdalan,40.47379363139892,Xırdalan,49.73490071981417,21 Mart 2023 ,,
Köhnə tikili,2 / 9,65 m²,2,var,97000,"Səbail r.,Badamdar q.",40.38264366149726,Bakı,49.80834245681766,21 Mart 2023 ,,
Yeni tikili,15 / 15,68 m²,1,,59000,"Suraxanı r.,Yeni Günəşli q.",40.38346189185557,Bakı,49.98239719331998,21 Mart 2023 ,,
Köhnə tikili,1 / 9,85 m²,3,var,130000,"Əhmədli m.,Xətai r.,Əhmədli q.",40.41130678064476,Bakı,49.94813919067383,21 Mart 2023 ,,
Yeni tikili,5 / 17,133 m²,3,yoxdur,285000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.41130678064476,Bakı,49.94813919067383,10 Mart 2023 ,,
Yeni tikili,12 / 17,61 m²,2,var,137000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.41130678064476,Bakı,49.94813919067383,10 Mart 2023 ,,
Yeni tikili,3 / 16,70 m²,2,var,224000,"Nəriman Nərimanov m.,Bakmil m.,Nərimanov r.",40.39489418492813,Bakı,49.86098617315296,21 Mart 2023 ,var,var
Köhnə tikili,4 / 5,60 m²,2,var,112000,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3863886681378,Bakı,49.80817391355895,22 Fevral 2023 ,,
Köhnə tikili,7 / 9,100 m²,4,var,204000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40016327770432,Bakı,49.85286712646484,22 Mart 2023 ,,
Yeni tikili,16 / 22,158 m²,3,var,216000,"Şah İsmayıl Xətai m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,22 Fevral 2023 ,,
Yeni tikili,9 / 16,65 m²,2,yoxdur,155000,"Qara Qarayev m.,Nizami r.",40.38499730777751,Bakı,49.83810424804688,Dünən 12:09 ,,
