Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,locations,latitude,city,longitude,date,Təmir,İpoteka
Yeni tikili,17 / 18,102 m²,3,,155000,Yasamal r.,40.37620916175648,Bakı,49.81580107043555,19 Oktyabr 2022 ,,
Yeni tikili,20 / 20,74 m²,2,,82500,"Yasamal r.,Yasamal q.",40.39187391698855,Bakı,49.79019255013863,19 Oktyabr 2022 ,,
Yeni tikili,3 / 17,77 m²,3,,168000,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,Dostluq kinoteatrı ,Nəsimi r.",40.38600208964922,Bakı,49.84466624765304,19 Oktyabr 2022 ,,
Köhnə tikili,2 / 6,38 m²,2,,96000,"Bakı Slavyan Universiteti ,28 May m.,Azərbaycan Dillər Universiteti ,Neft Akademiyası ,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,29 Sentyabr 2022 ,,
Yeni tikili,4 / 12,85 m²,3,,120000,Yasamal r.,40.39062061106752,Bakı,49.78839553932372,19 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,72 m²,3,,38000,Cəlilabad,39.2028993,Cəlilabad,48.53148020000003,19 Oktyabr 2022 ,,
Köhnə tikili,2 / 5,47 m²,3,,112000,"Elmlər Akademiyası m.,Yasamal r.",40.37829929401477,Bakı,49.81050706075816,28 Sentyabr 2022 ,,
Yeni tikili,13 / 19,135 m²,3,,209000,"Ayna Sultanova heykəli ,Binəqədi r.,8-ci mikrorayon q.",40.4135940750087,Bakı,49.84570026397705,19 Oktyabr 2022 ,,
Köhnə tikili,2 / 2,55 m²,2,,39000,"Binəqədi r.,Sulutəpə q.",40.38499730777751,Bakı,49.83810424804688,04 Oktyabr 2022 ,,
Yeni tikili,9 / 18,206 m²,4,,381000,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,19 Oktyabr 2022 ,,
Yeni tikili,10 / 17,129 m²,3,,275000,"Tibb Universiteti ,Nərimanov r.",40.38385318444095,Bakı,49.8454213142395,15 Fevral 2023 ,,
Yeni tikili,14 / 17,83 m²,2,,185000,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nərimanov r.",40.40761426997893,Bakı,49.80840682983398,04 Noyabr 2022 ,,
Yeni tikili,4 / 16,150 m²,3,,390000,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Xətai r.",40.38003671984769,Bakı,49.86737269836432,19 Oktyabr 2022 ,,
Yeni tikili,7 / 16,60 m²,2,,75000,Xırdalan,40.45155242060076,Xırdalan,49.7435639317382,19 Oktyabr 2022 ,,
Yeni tikili,5 / 17,60 m²,2,,112000,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.39610085831571,Bakı,49.83199196430972,19 Oktyabr 2022 ,,
Yeni tikili,8 / 18,124 m²,3,var,195000,"Yasamal r.,Yeni Yasamal q.",40.3938692615085,Bakı,49.79517166137695,19 Oktyabr 2022 ,,
Köhnə tikili,4 / 5,75 m²,2,,130000,"28 May m.,Bakı Slavyan Universiteti ,Nəsimi r.",40.38356554206655,Bakı,49.84914737316898,19 Oktyabr 2022 ,,
Yeni tikili,7 / 20,180 m²,4,,390000,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,27 Fevral 2023 ,,
Yeni tikili,8 / 17,117 m²,3,var,186000,"Yasamal r.,Yeni Yasamal q.",40.39986662852357,Bakı,49.80057899475097,19 Oktyabr 2022 ,,
Yeni tikili,5 / 16,152 m²,3,,197600,"İnşaatçılar m.,Yasamal r.",40.39584916837152,Bakı,49.85226631164551,19 Oktyabr 2022 ,,
Yeni tikili,11 / 12,96 m²,3,,195000,"Memar Əcəmi m.,Nəsimi r.",40.37620916175648,Bakı,49.81580107043555,19 Oktyabr 2022 ,,
Köhnə tikili,7 / 9,65 m²,2,var,90000,"Yasamal r.,Yeni Yasamal q.",40.39061957433251,Bakı,49.84664440155029,19 Oktyabr 2022 ,,
Yeni tikili,15 / 17,100 m²,2,,140000,"ASAN Xidmət №3 ,Yasamal r.",40.37649764183499,Bakı,49.84163403511051,29 Sentyabr 2022 ,,
Yeni tikili,11 / 18,100 m²,3,var,165000,Nizami r.,40.4087847,Bakı,49.92876260000003,19 Oktyabr 2022 ,var,var
Yeni tikili,9 / 23,155 m²,3,var,460000,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37024250177031,Bakı,49.97394200996779,15 Noyabr 2022 ,,
Yeni tikili,11 / 16,185 m²,4,,388000,"Bayıl parkı ,Səbail r.,Bayıl q.",40.3651072257085,Bakı,49.81950849294662,26 Dekabr 2022 ,,
Yeni tikili,16 / 18,200 m²,4,,375000,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.38613323957885,Bakı,49.82919931411747,03 Fevral 2023 ,,
Yeni tikili,6 / 19,80 m²,2,var,175000,Nərimanov r.,40.38421276815505,Bakı,49.8394775390625,25 Noyabr 2022 ,,
Köhnə tikili,5 / 9,110 m²,5,,150000,"Əhmədli m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,27 Fevral 2023 ,,
Yeni tikili,14 / 15,140 m²,3,,190500,"Təhsil Nazirliyi ,Nərimanov r.",40.40761426997893,Bakı,49.80840682983398,21 Dekabr 2022 ,,
Yeni tikili,14 / 18,100 m²,2,,140000,"Bakı Dövlət Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.38930339224178,Bakı,49.85948536585312,19 Oktyabr 2022 ,,
Yeni tikili,12 / 14,170 m²,3,,260000,"M.Hüseynzadə parkı ,Sevil Qazıyeva parkı ,İzmir parkı ,Rusiya səfirliyi ,Yasamal r.,Yasamal q.",40.38623094295786,Bakı,49.82824901066442,19 Oktyabr 2022 ,,
Yeni tikili,7 / 22,186 m²,4,,335000,"28 May m.,Bakı Slavyan Universiteti ,Şərq bazarı ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,19 Oktyabr 2022 ,,
Yeni tikili,11 / 16,140 m²,4,var,149000,Abşeron r.,40.37005679625383,Xırdalan,49.82993423938751,19 Noyabr 2022 ,,
Yeni tikili,13 / 16,60 m²,2,,114999,"ASAN Xidmət №1 ,Tibb Universiteti ,Nərimanov r.",40.37024250177031,Bakı,49.97394200996779,27 Oktyabr 2022 ,,
Yeni tikili,14 / 17,63 m²,2,var,97000,Nizami r.,40.4087847,Bakı,49.92876260000003,19 Oktyabr 2022 ,var,var
Yeni tikili,3 / 14,110 m²,3,,220000,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Bakı Dövlət Universiteti ,Yasamal r.",40.37533198376934,Bakı,49.81793688867354,19 Oktyabr 2022 ,,
Köhnə tikili,6 / 9,70 m²,2,,90500,"Binəqədi r.,9-cu mikrorayon q.",40.39061957433251,Bakı,49.84664440155029,27 Sentyabr 2022 ,,
Yeni tikili,3 / 7,135 m²,3,,265000,"Xətai r.,Ağ şəhər q.",40.3864601228786,Bakı,49.89195227622986,19 Oktyabr 2022 ,,
Yeni tikili,3 / 6,76 m²,2,var,85000,"Xətai r.,Həzi Aslanov q.",40.39989258617802,Bakı,49.83979431395813,21 Noyabr 2022 ,,
Yeni tikili,7 / 16,107.6 m²,2,var,118305,"Suraxanı r.,Massiv V q.",40.37988129117782,Bakı,49.9824070930481,07 Mart 2023 ,,
Yeni tikili,5 / 17,60 m²,2,,117800,"Tibb Universiteti ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,07 Yanvar 2023 ,,
Köhnə tikili,3 / 4,55 m²,2,,95000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.37649764183499,Bakı,49.84163403511051,05 Oktyabr 2022 ,,
Yeni tikili,5 / 16,66.7 m²,1,,70014,"Suraxanı r.,Massiv V q.",40.37988129117782,Bakı,49.9824070930481,13 Mart 2023 ,,
Köhnə tikili,4 / 5,44 m²,2,var,100000,"Dostluq kinoteatrı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Koala parkı ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,02 Noyabr 2022 ,,
Yeni tikili,13 / 16,134 m²,3,,172000,Sabunçu r.,40.40789650401813,Bakı,49.9743023144221,19 Oktyabr 2022 ,,
Köhnə tikili,2 / 9,45 m²,1,,71000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4107382,Bakı,49.9384708,23 Noyabr 2022 ,,
Yeni tikili,8 / 16,60 m²,2,var,96000,"Neftçilər m.,Nizami r.",40.40986188667103,Bakı,49.94269324411052,19 Oktyabr 2022 ,yoxdur,var
Köhnə tikili,5 / 5,39 m²,2,,102000,"Beşmərtəbə ,Nizami m.,Yasamal r.,Yasamal q.",40.38218599850386,Bakı,49.81046676635742,19 Oktyabr 2022 ,,
Yeni tikili,16 / 17,157 m²,3,,240000,Nərimanov r.,40.38535688538403,Bakı,49.82866287231445,19 Oktyabr 2022 ,,
Yeni tikili,10 / 12,178 m²,4,,249000,Nərimanov r.,40.37620916175648,Bakı,49.81580107043555,19 Oktyabr 2022 ,,
Köhnə tikili,4 / 5,75 m²,3,var,115000,"Memar Əcəmi m.,Nəsimi r.",40.38816806232006,Bakı,49.83243942260742,27 Oktyabr 2022 ,,
Köhnə tikili,5 / 9,100 m²,4,var,148000,"İnşaatçılar m.,Yasamal r.",40.39061957433251,Bakı,49.84664440155029,19 Oktyabr 2022 ,,
Yeni tikili,18 / 21,116 m²,3,,240000,"Bakmil m.,Nərimanov r.",40.38873191798482,Bakı,49.95395421981815,19 Oktyabr 2022 ,,
Yeni tikili,5 / 18,121 m²,3,var,156000,"Yasamal r.,Yeni Yasamal q.",40.39375634933801,Bakı,49.79622503872262,19 Oktyabr 2022 ,,
Yeni tikili,6 / 16,119 m²,3,,245000,"Hüseyn Cavid parkı ,Sovetski ,Texniki Universiteti ,Nərimanov heykəli ,Elmlər Akademiyası m.,Yasamal r.",40.37093916351538,Bakı,49.82099343374534,19 Oktyabr 2022 ,,
Köhnə tikili,2 / 5,30 m²,1,,69000,"Zoopark ,Dostluq kinoteatrı ,Nəsimi r.",40.39270174045908,Bakı,49.83329557619629,19 Oktyabr 2022 ,,
Yeni tikili,6 / 16,73.1 m²,1,var,76786,"Suraxanı r.,Massiv V q.",40.37988129117782,Bakı,49.9824070930481,Dünən 10:00 ,,
Köhnə tikili,2 / 3,72 m²,3,,160000,"İçəri Şəhər m.,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,İqsadiyyat Universiteti ,Prezident parkı ,Axundov bağı ,İçəri Şəhər ,M.Ə.Sabir parkı ,Azneft meydanı ,Nəsimi r.",40.36609875518228,Bakı,49.83178400478341,19 Oktyabr 2022 ,,
Yeni tikili,11 / 16,136 m²,3,,295000,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40606433283491,Bakı,49.86231650326251,19 Oktyabr 2022 ,,
Köhnə tikili,3 / 3,80 m²,3,,220000,"Nizami kinoteatrı ,Sahil m.,Malokan bağı ,Fontanlar bağı ,Qış parkı ,Milli Konservatoriya ,Nəsimi r.",40.37370344120654,Bakı,49.84040694816825,19 Oktyabr 2022 ,,
Yeni tikili,6 / 20,127.4 m²,3,,484000,"Nərimanov heykəli ,Sovetski ,Axundov bağı ,Prezident parkı ,Şəlalə parkı ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Yasamal r.,Yasamal q.",40.37649764183499,Bakı,49.84163403511051,19 Dekabr 2022 ,,
Yeni tikili,2 / 15,58 m²,2,,76000,Xətai r.,40.39026819642278,Bakı,49.95772004127506,19 Oktyabr 2022 ,,
Yeni tikili,10 / 20,180 m²,4,var,334000,"Tibb Universiteti ,Yasamal r.",40.38816806232006,Bakı,49.83243942260742,01 Noyabr 2022 ,,
Yeni tikili,17 / 20,90 m²,2,,135000,"Avtovağzal m.,Yasamal r.,Yasamal q.",40.41815377451449,Bakı,49.798095616919,19 Oktyabr 2022 ,,
Yeni tikili,15 / 19,92 m²,2,,135000,"20 Yanvar m.,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,28 Sentyabr 2022 ,,
Yeni tikili,10 / 18,90 m²,3,yoxdur,185000,"Şah İsmayıl Xətai m.,Xətai r.",40.36942330420567,Bakı,49.82101321220402,07 Fevral 2023 ,,
Yeni tikili,7 / 17,83 m²,3,,145000,"Botanika bağı ,Səbail r.,Badamdar q.",40.38341187453192,Bakı,49.82710719108582,15 Noyabr 2022 ,,
Yeni tikili,2 / 6,70 m²,3,,78000,Xırdalan,40.38855213843042,Xırdalan,49.87120270729065,19 Oktyabr 2022 ,,
Yeni tikili,5 / 6,130 m²,4,,86000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,19 Oktyabr 2022 ,,
Yeni tikili,4 / 5,43 m²,2,,61000,Nizami r.,40.37649764183499,Bakı,49.84163403511051,19 Oktyabr 2022 ,,
Köhnə tikili,3 / 9,70 m²,3,var,127000,"Təhsil Nazirliyi ,Xətai r.",40.38855213843042,Bakı,49.87120270729065,19 Oktyabr 2022 ,,
Yeni tikili,4 / 20,192 m²,3,,750000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.39584916837152,Bakı,49.85226631164551,19 Oktyabr 2022 ,,
Yeni tikili,8 / 8,76 m²,2,,60000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,19 Oktyabr 2022 ,,
Yeni tikili,12 / 16,77 m²,1,,130000,"Nəsimi bazarı ,Koala parkı ,Park Zorge ,Nəsimi r.",40.38855213843042,Bakı,49.87120270729065,19 Oktyabr 2022 ,,
Yeni tikili,2 / 7,50 m²,2,,58000,Xırdalan,40.38855213843042,Xırdalan,49.87120270729065,19 Oktyabr 2022 ,,
Köhnə tikili,1 / 3,56 m²,2,,120000,"Mərkəzi Univermaq ,M.Ə.Sabir parkı ,Beşmərtəbə ,İqsadiyyat Universiteti ,İçəri Şəhər m.,Yasamal r.",40.37221537144323,Bakı,49.83198532782217,19 Oktyabr 2022 ,,
Yeni tikili,7 / 16,55 m²,2,var,90000,"Həzi Aslanov m.,Xətai r.",40.38855213843042,Bakı,49.87120270729065,19 Oktyabr 2022 ,,
Yeni tikili,8 / 19,70 m²,2,yoxdur,132000,"Neftçilər m.,Nizami r.",40.41127966205816,Bakı,49.94728398442605,19 Oktyabr 2022 ,,
Yeni tikili,9 / 17,111 m²,3,,231000,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.39205366748811,Bakı,49.84065234661102,10 Oktyabr 2022 ,,
Yeni tikili,4 / 17,92 m²,3,yoxdur,166000,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,22 Oktyabr 2022 ,,
Yeni tikili,13 / 17,154 m²,3,var,200000,"Botanika bağı ,Səbail r.,Badamdar q.",40.40554735588255,Bakı,49.87506508827209,18 Noyabr 2022 ,,
Yeni tikili,2 / 15,58 m²,2,,76000,"Xətai r.,Həzi Aslanov q.",40.39989258617802,Bakı,49.83979431395813,30 Oktyabr 2022 ,,
Yeni tikili,19 / 19,67 m²,1,,87000,Nərimanov r.,40.40606433283491,Bakı,49.86231650326251,19 Oktyabr 2022 ,,
Yeni tikili,11 / 14,143 m²,3,var,500000,"M.Ə.Sabir parkı ,İçəri Şəhər ,Azərbaycan kinoteatrı ,İqsadiyyat Universiteti ,İçəri Şəhər m.,Fontanlar bağı ,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,Mərkəzi Univermaq ,Azneft meydanı ,Axundov bağı ,Səbail r.",40.3651072257085,Bakı,49.81950849294662,13 Mart 2023 ,,
Yeni tikili,9 / 18,188 m²,4,,290000,"Şah İsmayıl Xətai m.,Xətai r.",40.38535688538403,Bakı,49.82866287231445,10 Fevral 2023 ,,
Köhnə tikili,4 / 9,105 m²,4,var,128000,"Xətai r.,Köhnə Günəşli q.",40.35752976717323,Bakı,49.96785079799746,Bugün 11:58 ,,
Köhnə tikili,9 / 9,105 m²,5,,122000,"Koroğlu m.,Nizami r.,8-ci kilometr q.",40.39989258617802,Bakı,49.83979431395813,19 Oktyabr 2022 ,,
Köhnə tikili,3 / 9,80 m²,3,,127000,Xətai r.,40.38613323957885,Bakı,49.82919931411747,30 Sentyabr 2022 ,,
Yeni tikili,15 / 20,73 m²,1,,105000,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.39205366748811,Bakı,49.84065234661102,17 Oktyabr 2022 ,,
Yeni tikili,12 / 17,60 m²,2,,140000,"Səbail r.,Badamdar q.",40.39203732471822,Bakı,49.84165549278259,27 Sentyabr 2022 ,,
Yeni tikili,8 / 18,65 m²,2,,112000,Nizami r.,40.39026819642278,Bakı,49.95772004127506,18 Noyabr 2022 ,,
Köhnə tikili,7 / 9,96 m²,4,var,164500,"Bakı Dövlət Universiteti ,Memarlıq və İnşaat Universiteti ,Yasamal r.",40.37862575802446,Bakı,49.83980533468834,01 Yanvar 2023 ,,
Yeni tikili,8 / 17,65 m²,3,yoxdur,105000,"Ukrayna dairəsi ,Həzi Aslanov m.,Xətai r.",40.36942330420567,Bakı,49.82101321220402,19 Oktyabr 2022 ,,
Yeni tikili,5 / 7,88.5 m²,3,var,105000,"Abşeron r.,Masazır q.",40.49185094555289,Bakı,49.75366323871008,18 Noyabr 2022 ,,
Yeni tikili,15 / 17,108.8 m²,2,var,212000,"ASAN Xidmət №1 ,Tibb Universiteti ,Neftçi bazası ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,18 Noyabr 2022 ,,
Yeni tikili,10 / 10,190 m²,5,var,269900,"İnşaatçılar m.,Yasamal r.",40.39989258617802,Bakı,49.83979431395813,10 Dekabr 2022 ,,
Yeni tikili,16 / 17,72 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.",40.3709789333867,Bakı,49.95558443042722,19 Oktyabr 2022 ,var,var
Köhnə tikili,9 / 9,40 m²,2,var,78900,"Zərifə Əliyeva adına park ,Nəsimi r.,4-cü mikrorayon q.",40.38816806232006,Bakı,49.83243942260742,23 Oktyabr 2022 ,,
Yeni tikili,3 / 17,113 m²,3,var,190000,"Binəqədi r.,7-ci mikrorayon q.",40.39205366748811,Bakı,49.84065234661102,Bugün 14:11 ,,
Yeni tikili,12 / 17,85 m²,3,,180000,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,04 Noyabr 2022 ,,
Yeni tikili,14 / 20,58 m²,2,,89500,"Xətai r.,Həzi Aslanov q.",40.41913797142315,Bakı,49.92514979797704,19 Oktyabr 2022 ,,
Yeni tikili,12 / 17,174 m²,4,,330000,"Park Zorge ,Koala parkı ,Dostluq kinoteatrı ,Rusiya səfirliyi ,Nəsimi bazarı ,Nəsimi r.",40.39007604296815,Bakı,49.83774575893552,19 Oktyabr 2022 ,,
Köhnə tikili,1 / 3,40 m²,2,,68000,"Sahil m.,Xalça Muzeyi ,Sahil bağı ,Malokan bağı ,Fontanlar bağı ,Nizami kinoteatrı ,Nəsimi r.",40.37081537004331,Bakı,49.84339671704105,19 Oktyabr 2022 ,,
Yeni tikili,11 / 22,125 m²,3,,168000,"Avtovağzal m.,Yasamal r.,Yasamal q.",40.41575483732011,Bakı,49.79652690739096,19 Oktyabr 2022 ,,
Yeni tikili,3 / 22,67 m²,1,,100000,Nərimanov r.,40.39045008382347,Bakı,49.830508675731,19 Oktyabr 2022 ,,
Yeni tikili,8 / 9,178 m²,4,,312000,"ASAN Xidmət №1 ,Nəsimi bazarı ,Nəsimi r.",40.3975879443914,Bakı,49.83790355297855,19 Oktyabr 2022 ,,
Yeni tikili,1 / 6,74 m²,2,,65000,"Abşeron r.,Masazır q.",40.49185094555289,Bakı,49.75366323871008,18 Noyabr 2022 ,,
Yeni tikili,9 / 15,108 m²,2,,185000,"Təhsil Nazirliyi ,Nərimanov r.",40.39111874208582,Bakı,49.85755982212054,01 Dekabr 2022 ,,
Yeni tikili,8 / 17,65 m²,3,,110000,"Ukrayna dairəsi ,Əhmədli m.,Xətai r.",40.37996315645579,Bakı,49.95230286360446,21 Oktyabr 2022 ,,
Yeni tikili,11 / 14,170 m²,4,,260000,"M.Hüseynzadə parkı ,Sevil Qazıyeva parkı ,İzmir parkı ,Rusiya səfirliyi ,Nizami m.,Yasamal r.",40.37649764183499,Bakı,49.84163403511051,19 Oktyabr 2022 ,,
Yeni tikili,15 / 19,157 m²,3,,135000,"Xətai r.,Əhmədli q.",40.38896749455778,Bakı,49.96443003447146,19 Oktyabr 2022 ,,
Yeni tikili,6 / 10,85 m²,3,,86000,Xırdalan,40.38855213843042,Xırdalan,49.87120270729065,19 Oktyabr 2022 ,,
Yeni tikili,4 / 6,137 m²,4,var,187000,"Səbail r.,Bayıl q.",40.39270174045908,Bakı,49.83329557619629,19 Oktyabr 2022 ,,
Yeni tikili,5 / 16,61 m²,2,var,107000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.39298300258589,Bakı,49.95403544813546,19 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,47 m²,2,,77000,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.42576717413449,Bakı,49.84178754912114,19 Oktyabr 2022 ,,
Yeni tikili,6 / 14,110 m²,3,var,191000,"Gənclik m.,Nəsimi r.",40.37862575802446,Bakı,49.83980533468834,20 Noyabr 2022 ,,
Yeni tikili,13 / 17,250 m²,4,,680000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.38873191798482,Bakı,49.95395421981815,19 Oktyabr 2022 ,,
Yeni tikili,12 / 19,126 m²,3,,350000,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,14 Oktyabr 2022 ,,
Yeni tikili,7 / 17,75 m²,2,,123000,"Park Zorge ,Nəsimi bazarı ,Koala parkı ,Tibb Universiteti ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,06 Noyabr 2022 ,,
Yeni tikili,17 / 19,108 m²,3,,137000,"Həzi Aslanov m.,Xətai r.",40.37080880489071,Bakı,49.94672298431396,19 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,45 m²,2,,50000,Nərimanov r.,40.40952590477563,Bakı,49.84445571899418,21 Noyabr 2022 ,,
Yeni tikili,12 / 16,100 m²,3,,225000,"Tibb Universiteti ,Park Zorge ,Nəsimi r.",40.39584916837152,Bakı,49.85226631164551,25 Oktyabr 2022 ,,
Yeni tikili,4 / 16,133 m²,3,,385000,"Təhsil Nazirliyi ,Nərimanov r.",40.37005679625383,Bakı,49.82993423938751,19 Oktyabr 2022 ,,
Yeni tikili,3 / 16,80 m²,2,,132000,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.38341187453192,Bakı,49.82710719108582,19 Oktyabr 2022 ,,
Yeni tikili,7 / 7,120 m²,3,,234000,"Ağ şəhər ,Xətai r.",40.37971756371439,Bakı,49.88608378845221,19 Oktyabr 2022 ,,
Yeni tikili,9 / 16,125 m²,3,var,230000,"Rəssamlıq Akademiyası ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,05 Oktyabr 2022 ,var,var
Yeni tikili,8 / 20,58.5 m²,2,,155000,"Nəsimi bazarı ,ASAN Xidmət №1 ,Nəsimi r.",40.37512451826901,Bakı,49.81611013412476,19 Oktyabr 2022 ,,
Yeni tikili,3 / 21,135 m²,4,,330000,Nərimanov r.,40.38873191798482,Bakı,49.95395421981815,19 Oktyabr 2022 ,,
Köhnə tikili,9 / 9,66 m²,3,var,62000,"Xətai r.,Həzi Aslanov q.",40.36639880847979,Bakı,49.94969487190247,14 Mart 2023 ,,
Yeni tikili,2 / 17,97 m²,3,,255000,"Nəriman Nərimanov m.,Nərimanov r.",40.37005679625383,Bakı,49.82993423938751,19 Oktyabr 2022 ,,
Yeni tikili,19 / 21,205 m²,4,,385000,"Şah İsmayıl Xətai m.,Xətai r.",40.38613323957885,Bakı,49.82919931411747,19 Oktyabr 2022 ,,
Yeni tikili,9 / 17,57 m²,2,,106000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4107382,Bakı,49.9384708,30 Sentyabr 2022 ,,
Yeni tikili,5 / 13,120 m²,3,,195000,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.39414959485713,Bakı,49.7993946075439,17 Yanvar 2023 ,,
Köhnə tikili,3 / 4,50 m²,2,,95000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40027766320492,Bakı,49.84006762504578,19 Oktyabr 2022 ,,
Yeni tikili,10 / 17,102 m²,3,var,165000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37167523922052,Bakı,49.9533748626709,27 Dekabr 2022 ,,
Yeni tikili,12 / 14,70 m²,2,,108000,"Qara Qarayev m.,Nizami r.",40.37742938831814,Bakı,49.80915784835819,19 Oktyabr 2022 ,,
Yeni tikili,2 / 19,126 m²,3,,138000,Xətai r.,40.39414959485713,Bakı,49.7993946075439,19 Oktyabr 2022 ,,
Yeni tikili,16 / 17,97 m²,3,,121500,"Binəqədi r.,9-cu mikrorayon q.",40.38816806232006,Bakı,49.83243942260742,30 Oktyabr 2022 ,,
Yeni tikili,12 / 17,100 m²,3,var,229000,"Tibb Universiteti ,Nəsimi bazarı ,ASAN Xidmət №1 ,Park Zorge ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,01 Noyabr 2022 ,,
Yeni tikili,14 / 17,65 m²,2,,98000,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37108531279791,Bakı,49.95621890209966,19 Oktyabr 2022 ,,
Yeni tikili,16 / 17,150 m²,3,var,325000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,19 Oktyabr 2022 ,,
Köhnə tikili,8 / 9,80 m²,2,,150000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.39205366748811,Bakı,49.84065234661102,19 Oktyabr 2022 ,,
Yeni tikili,8 / 17,124 m²,4,,180000,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37045591741983,Bakı,49.95199174069219,19 Oktyabr 2022 ,,
Yeni tikili,19 / 19,150 m²,4,,153000,"Tibb Universiteti ,ASAN Xidmət №1 ,Nərimanov r.",40.38613323957885,Bakı,49.82919931411747,19 Oktyabr 2022 ,,
Yeni tikili,16 / 17,96 m²,3,var,128900,Xətai r.,40.36942330420567,Bakı,49.82101321220402,24 Oktyabr 2022 ,var,var
Köhnə tikili,5 / 5,80 m²,4,,150000,"Gənclik m.,Nərimanov r.",40.40470108988175,Bakı,49.85438656289056,19 Oktyabr 2022 ,,
Yeni tikili,17 / 19,71 m²,2,,137000,"Neftçilər m.,Nizami r.",40.38930339224178,Bakı,49.85948536585312,04 Noyabr 2022 ,,
Yeni tikili,10 / 12,96 m²,3,,185000,"Xalqlar Dostluğu m.,Nizami r.",40.39832939617313,Bakı,49.9538650813511,19 Oktyabr 2022 ,,
Yeni tikili,9 / 16,80 m²,3,yoxdur,177000,"Azərbaycan turizm institutu ,Təhsil Nazirliyi ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,18 Noyabr 2022 ,,
Yeni tikili,8 / 19,82 m²,3,,150000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37167523922052,Bakı,49.9533748626709,03 Fevral 2023 ,,
Köhnə tikili,1 / 9,80 m²,3,,147000,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.40098956345485,Bakı,49.8193719478075,19 Oktyabr 2022 ,,
